Canonical_SMILES,Temperature (K),log_visc
CCCCCCCCCCCCCCCCCCCCCCC,363.1,0.342422681
CCCCCCCCCCCCCCCCCCCCCCC,372,0.285557309
CCCCCCCCCCCCCCCCCCCCCCC,388.1,0.176091259
CCCCCCCCCCCCCCCCCCCCCCCCCC,333.1,0.713490543
CCCCCCCCCCCCCCCCCCCCCCCCCC,372,0.394451681
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,343.1,0.781036939
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,353.1,0.687528961
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,363.1,0.606381365
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,348.1,0.818225894
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,353.1,0.737192643
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,363.1,0.652246341
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,372,0.582063363
CCCCCCCCCCCCCCCCO,323.15,1.164352856
CCCCCCCCCCCCCCCCO,353.1,1.045322979
CCCCCCCCCCCCCCCCO,363.15,0.547774705
CCCCCCCCCCCCCCCCc1ccccc1,303.15,0.888740961
CCCCCCCCCCCCCCc1ccccc1,283.15,1.013721778
CCCCCCCCCCCCCCc1ccccc1,298.15,0.819543936
CCCCCCCCCCCCCc1ccccc1,298.15,0.750508395
CCCCCCCCCCCCCc1ccccc1,300,0.723931575
CCCCCCCCCCCCO,293.15,1.274157849
CCCCCCCCCCCCc1ccccc1,298.15,0.679427897
CCCCCCCCCCCO,293.15,1.235528447
CCCCCCCCCCCO,298.1,0.959041392
CCCCCCCCCCCc1ccccc1,298.15,0.602059991
CCCCCCCCCCOC(C)=O,293.1,0.436162647
CCCCCCCCCCOC(C)=O,308.1,0.31386722
CCCCCCCCCCOC(C)=O,311,0.281033367
CCCCCCCCCCOC(C)=O,323.1,0.195899652
CCCCCCCCCCOC(C)=O,338.1,0.093421685
CCCCCCCCCCOC(C)=O,353.1,0
CCCCCCCCCCOC(C)=O,368.1,-0.091514981
CCCCCCCCCCOC(C)=O,372,-0.107905397
CCCCCCCCCCOC(C)=O,394.1,-0.214670165
CCCCCCCCCCc1ccccc1,253.15,1.185457157
CCCCCCCCCCc1ccccc1,303.1,0.411619706
CCCCCCCCCCc1ccccc1,313.1,0.326335861
CCCCCCCCCCc1ccccc1,333.1,0.181843588
CCCCCCCCCCc1ccccc1,353.1,0.056904851
CCCCCCCCCCc1ccccc1,373.1,-0.031517051
CCCCCCCCCOC(C)=O,293.1,0.243038049
CCCCCCCCCOC(C)=O,310.9,0.08278537
CCCCCCCCCOC(C)=O,372,-0.292429824
CCCCCCCCCOC(C)=O,394.3,-0.387216143
CCCCCCCCCc1ccccc1,253.1,1.086359831
CCCCCCCCCc1ccccc1,258.1,0.977723605
CCCCCCCCCc1ccccc1,263.1,0.88422877
CCCCCCCCCc1ccccc1,268.1,0.802773725
CCCCCCCCCc1ccccc1,273.1,0.72916479
CCCCCCCCCc1ccccc1,278.1,0.663700925
CCCCCCCCCc1ccccc1,283.1,0.604226053
CCCCCCCCCc1ccccc1,288.1,0.547774705
CCCCCCCCCc1ccccc1,293.1,0.50242712
CCCCCCCCCc1ccccc1,298.1,0.447158031
CCCCCCCCCc1ccccc1,298.15,0.447158031
CCCCCCCCCc1ccccc1,303.1,0.403120521
CCCCCCCCCc1ccccc1,308.1,0.359835482
CCCCCCCCCc1ccccc1,310.9,0.315970345
CCCCCCCCCc1ccccc1,313.1,0.318063335
CCCCCCCCCc1ccccc1,318.1,0.278753601
CCCCCCCCCc1ccccc1,323.1,0.243038049
CCCCCCCCCc1ccccc1,328.1,0.204119983
CCCCCCCCCc1ccccc1,333.1,0.158362492
CCCCCCCCCc1ccccc1,338.1,0.136720567
CCCCCCCCCc1ccccc1,343.1,0.11058971
CCCCCCCCCc1ccccc1,348.1,0.075546961
CCCCCCCCCc1ccccc1,353.1,0.045322979
CCCCCCCCCc1ccccc1,358.1,0.017033339
CCCCCCCCCc1ccccc1,363.1,-0.008773924
CCCCCCCCCc1ccccc1,368.1,-0.036212173
CCCCCCCCCc1ccccc1,372,-0.055517328
CCCCCCCCCc1ccccc1,373.1,-0.065501549
CCCCCCCCCc1ccccc1,378.1,-0.086186148
CCCCCCCCCc1ccccc1,383.1,-0.113509275
CCCCCCCCCc1ccccc1,388.1,-0.13667714
CCCCCCCCCc1ccccc1,393.1,-0.161150909
CCCCCCCCCc1ccccc1,398.1,-0.187086643
CCCCCCCCCc1ccccc1O,373.1,0.824125834
CCCCCCCCO,288.15,1.026941628
CCCCCCCCO,293.15,0.950608225
CCCCCCCCO,303.15,0.787106093
CCCCCCCCO,363.15,0.08278537
CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,293.1,1.11058971
CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,298.1,1.041392685
CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,310.9,0.901458321
CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,323.1,0.775974331
CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,372,0.396199347
CCCCCCCCOC(=O)CCCCCCC,298.15,0.643452676
CCCCCCCCOC(C)=O,293.1,0.267171728
CCCCCCCCOC(C)=O,298.1,0.225309282
CCCCCCCCOC(C)=O,308.1,0.139879086
CCCCCCCCOC(C)=O,323.1,0.029383778
CCCCCCCCOC(C)=O,338.1,-0.055517328
CCCCCCCCOC(C)=O,353.1,-0.13667714
CCCCCCCCOC(C)=O,368.1,-0.214670165
CCCCCCCCOC=O,288.1,0.243038049
CCCCCCCCOC=O,298.15,0.161368002
CCCCCCCCOC=O,303.1,0.120573931
CCCCCCCCc1ccccc1,298.15,0.36361198
CCCCCCCO,363.15,0
CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,353.1,0.780317312
CCCCCCCOC(C)=O,273.1,0.365487985
CCCCCCCOC(C)=O,283.1,0.267171728
CCCCCCCOC(C)=O,288.1,0.204119983
CCCCCCCOC(C)=O,293.1,0.181843588
CCCCCCCOC(C)=O,300.5,0.093421685
CCCCCCCOC(C)=O,303.1,0.093421685
CCCCCCCOC(C)=O,313.1,0.037426498
CCCCCCCOC(C)=O,315.4,-0.017728767
CCCCCCCOC(C)=O,333.1,-0.080921908
CCCCCCCOC(C)=O,353.1,-0.187086643
CCCCCCCOC(C)=O,367.5,-0.292429824
CCCCCCCOC=O,288.1,0.136720567
CCCCCCCOC=O,298.15,0.064457989
CCCCCCCOC=O,303.1,0.025305865
CCCCCCCS,293.15,0.093421685
CCCCCCCc1ccccc1,288.1,-0.161150909
CCCCCCCc1ccccc1,293.1,-0.187086643
CCCCCCCc1ccccc1,298.1,-0.214670165
CCCCCCCc1ccccc1,303.1,-0.244125144
CCCCCCO,288.15,0.792601781
CCCCCCO,303.15,0.587935349
CCCCCCOC(=O)CC(CC(=O)OCCCCCC)C(=O)OCCCCCC,298.15,1.298853076
CCCCCCOC(=O)CCCCC(=O)OCCCCCC,293.1,0.960946196
CCCCCCOC(=O)CCCCC(=O)OCCCCCC,303.1,0.731588765
CCCCCCOC(=O)CCCCC(=O)OCCCCCC,323.1,0.444044796
CCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCC,298.15,1.10720997
CCCCCCOC(=O)OCCCCCC,298.15,0.556302501
CCCCCCOC(C)=O,288.1,0.096910013
CCCCCCOC(C)=O,293.1,0.068185862
CCCCCCOC(C)=O,298.1,0.033423755
CCCCCCOC(C)=O,303.1,-0.013228266
CCCCCCOC(C)=O,308.1,-0.040958608
CCCCCCOC(C)=O,323.1,-0.13076828
CCCCCCOC(C)=O,338.1,-0.207608311
CCCCCCOC(C)=O,353.1,-0.283996656
CCCCCCOC(C)=O,368.1,-0.346787486
CCCCCCOC=O,288.1,0.049218023
CCCCCCOC=O,298.15,-0.017728767
CCCCCCOC=O,303.1,-0.055517328
CCCCCCOCC,298.15,-0.031984286
CCCCCCOCC,323.15,-0.185086819
CCCCCCOCCO,298.15,0.653212514
CCCCCCOCCOCCO,293.15,0.934498451
CCCCCCOCCOCCO,298.15,0.799340549
CCCCCCc1cccc2ccccc12,273.1,1.378942699
CCCCCCc1cccc2ccccc12,293.1,0.946452265
CCCCCCc1cccc2ccccc12,323.1,0.515873844
CCCCCCc1cccc2ccccc12,353.1,0.238046103
CCCCCCc1cccc2ccccc12,373.1,0.100370545
CCCCCCc1ccccc1,298.15,0.181843588
CCCCCCl,293.15,-0.236572006
CCCCCNCCCCC,328.15,0.668385917
CCCCCNCCCCC,403.15,0.017033339
CCCCCO,284.78,0.842490666
CCCCCO,288.15,0.667452953
CCCCCO,293.15,0.643452676
CCCCCO,307.9,0.488381478
CCCCCO,320.55,0.319730494
CCCCCO,330.09,0.202924028
CCCCCO,340.67,0.085754244
CCCCCO,352.4,-0.033670505
CCCCCO,365.03,-0.150273556
CCCCCO,373.18,-0.219466675
CCCCCO,385.93,-0.317043074
CCCCCO,397.51,-0.397072287
CCCCCOC,298.15,-0.37675071
CCCCCOC(=O)CC(CC(=O)OCCCCC)C(=O)OCCCCC,298.15,1.240549248
CCCCCOC(=O)CCC,303.2,0.008600172
CCCCCOC(=O)CCC,313.2,-0.050609993
CCCCCOC(=O)CCC,333.2,-0.161150909
CCCCCOC(=O)CCC,353.2,-0.259637311
CCCCCOC(=O)CCC,373.2,-0.346787486
CCCCCOC(=O)CCCCCC(=O)OCCCCC,298.15,0.84509804
CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,318.15,1.061075324
CCCCCOC(C)=O,288.1,0.004321374
CCCCCOC(C)=O,288.5,0.004321374
CCCCCOC(C)=O,293.1,-0.036212173
CCCCCOC(C)=O,293.15,-0.034328029
CCCCCOC(C)=O,298.1,-0.065501549
CCCCCOC(C)=O,300.2,-0.091514981
CCCCCOC(C)=O,303.1,-0.080921908
CCCCCOC(C)=O,315.5,-0.173925197
CCCCCOC(C)=O,336.1,-0.27572413
CCCCCOC(C)=O,373.6,-0.443697499
CCCCCOC(C)=O,392.5,-0.522878745
CCCCCOC(C)=O,400,-0.602059991
CCCCCOC=O,288.1,-0.070581074
CCCCCOC=O,298.15,-0.107905397
CCCCCOC=O,303.1,-0.161150909
CCCCCOCCCCC,288.15,0.074816441
CCCCCOCCCCC,298.15,-0.008773924
CCCCCOCCCCC,303.15,-0.035269079
CCCCCc1ccccc1,298.15,0.086359831
CCCCCl,322.15,-0.393
CCCCI,298.15,-0.083
CCCCN(CCCC)CCCC,333.15,-0.13667714
CCCCN(CCCC)CCCC,298.15,0.102090526
CCCCN(CCCC)CCCC,303.15,0.067070856
CCCCN(CCCC)CCCC,313.15,-0.000434512
CCCCN(CCCC)CCCC,323.15,-0.079354999
CCCCO,233.1,1.336459734
CCCCO,243.1,1.160468531
CCCCO,253.1,0.998259338
CCCCO,263.1,0.860338007
CCCCO,273.1,0.721810615
CCCCO,273.42,0.712144414
CCCCO,278.1,0.661812686
CCCCO,283.1,0.587710965
CCCCO,283.84,0.579326204
CCCCO,288.1,0.521138084
CCCCO,293.1,0.46834733
CCCCO,293.15,0.469527479
CCCCO,294.98,0.447313109
CCCCO,298.1,0.409933123
CCCCO,300.1,0.376576957
CCCCO,303.1,0.352182518
CCCCO,304.88,0.336859821
CCCCO,308.1,0.298853076
CCCCO,313.1,0.250420002
CCCCO,313.15,0.2509077
CCCCO,316.06,0.220369632
CCCCO,318.1,0.198657087
CCCCO,323.1,0.1430148
CCCCO,325.32,0.128399269
CCCCO,328.1,0.096910013
CCCCO,335.14,0.037426498
CCCCO,345.39,-0.052566278
CCCCO,356.28,-0.143694134
CCCCO,368.03,-0.235300936
CCCCO,376.11,-0.292770581
CCCCO,387.26,-0.37069236
CCCCOC,298.15,-0.494850022
CCCCOC(=O)/C=C\C(=O)OCCCC,293.1,0.750508395
CCCCOC(=O)/C=C\C(=O)OCCCC,293.15,0.749736316
CCCCOC(=O)/C=C\C(=O)OCCCC,298.1,0.677606953
CCCCOC(=O)/C=C\C(=O)OCCCC,298.15,0.677606953
CCCCOC(=O)C=CC(=O)OCCCC,298.15,0.662757832
CCCCOC(=O)CC,288.1,-0.055517328
CCCCOC(=O)CC,298.1,-0.119186408
CCCCOC(=O)CC,303.1,-0.148741651
CCCCOC(=O)CC(CC(=O)OCCCC)C(=O)OCCCC,298.15,1.120573931
CCCCOC(=O)CCC,298.1,-0.008773924
CCCCOC(=O)CCC,298.15,-0.036212173
CCCCOC(=O)CCCC,273.1,0.252853031
CCCCOC(=O)CCCC,283.1,0.167317335
CCCCOC(=O)CCCC,293.1,0.089905111
CCCCOC(=O)CCCC,298.15,0.079181246
CCCCOC(=O)CCCC,303.1,0.021189299
CCCCOC(=O)CCCC,313.1,-0.040958608
CCCCOC(=O)CCCC,333.1,-0.15490196
CCCCOC(=O)CCCC,353.1,-0.251811973
CCCCOC(=O)CCCC,373.1,-0.346787486
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,273.1,1.276461804
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,277.1,1.212187604
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,293.1,0.971275849
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,298.1,0.914343157
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,301.1,0.858537198
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,310.9,0.753583059
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,311,0.741939078
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,323.1,0.626340367
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,327.6,0.592176757
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,330.9,0.559906625
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,343.1,0.45331834
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,353.1,0.416640507
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,371.1,0.257678575
CCCCOC(=O)c1ccccc1C(=O)OCCCC,293.1,1.29907126
CCCCOC(=O)c1ccccc1C(=O)OCCCC,298.1,1.216693599
CCCCOC(=O)c1ccccc1C(=O)OCCCC,303.2,1.128076013
CCCCOC(=O)c1ccccc1C(=O)OCCCC,308.15,1.048053173
CCCCOC(=O)c1ccccc1C(=O)OCCCC,311,0.976808337
CCCCOC(=O)c1ccccc1C(=O)OCCCC,313.1,0.973127854
CCCCOC(=O)c1ccccc1C(=O)OCCCC,318.15,0.894869657
CCCCOC(=O)c1ccccc1C(=O)OCCCC,328.2,0.781755375
CCCCOC(=O)c1ccccc1C(=O)OCCCC,333.1,0.707570176
CCCCOC(=O)c1ccccc1C(=O)OCCCC,342.2,0.624282096
CCCCOC(=O)c1ccccc1C(=O)OCCCC,353.1,0.450249108
CCCCOC(=O)c1ccccc1C(=O)OCCCC,370.1,0.359835482
CCCCOC(C)=O,288.1,-0.113509275
CCCCOC(C)=O,293.1,-0.13667714
CCCCOC(C)=O,298.1,-0.167491087
CCCCOC(C)=O,303.1,-0.200659451
CCCCOC(C)=O,308.1,-0.229147988
CCCCOC(C)=O,313.1,-0.251811973
CCCCOC(C)=O,318.1,-0.283996656
CCCCOC(C)=O,323.1,-0.292429824
CCCCOC(C)=O,333.1,-0.356547324
CCCCOC(C)=O,343.1,-0.387216143
CCCCOC(C)COC(C)CO,298.15,0.626340367
CCCCOC(C)COC(C)COC(C)CO,298.15,0.818225894
CCCCOC(C)OCCCC,298.15,0.079181246
CCCCOC=O,289.5,-0.142667504
CCCCOC=O,293.1,-0.15490196
CCCCOC=O,325.3,-0.337242168
CCCCOC=O,351,-0.455931956
CCCCOC=O,360,-0.48148606
CCCCOC=O,370.3,-0.522878745
CCCCOCC,298.15,-0.387216143
CCCCOCC(C)OCC(C)O,298.1,0.225309282
CCCCOCC(C)OCC(C)O,308.1,0.127104798
CCCCOCC(C)OCC(C)O,318.1,0.033423755
CCCCOCCCC,293.15,-0.161150909
CCCCOCCO,298.15,0.462397998
CCCCOCCO,283.15,0.649334859
CCCCOCCO,293.15,0.516905391
CCCCOCCO,303.15,0.397853141
CCCCOCCO,313.15,0.289120518
CCCCOCCO,323.15,0.188365926
CCCCOCCOCCO,293.15,0.770852012
CCCCOCCOCCO,308.15,0.58546073
CCCCOCCOCCO,283.15,0.919146109
CCCCOCCOCCO,293.15,0.767875382
CCCCOCCOCCO,298.15,0.697229343
CCCCOCCOCCO,303.15,0.635775189
CCCCOCCOCCO,313.15,0.517921316
CCCCOCCOCCO,323.15,0.411703863
CCCCOCCOCCO,333.15,0.301029996
CCCCOCCOCCOC(C)=O,293.15,0.748188027
CCCCOCCOCCOCCO,298.15,0.954242509
CCCCOP(=O)(OCCCC)OCCCC,288.15,1.045322979
CCCCOP(OCCCC)OCCCC,298.15,0.278753601
CCCCS,293.15,-0.251811973
CCCCSCCCC,298.15,-0.01
CCCCc1ccccc1,293.15,0.01494035
CCCCc1ccccc1,303.15,-0.045275209
CCCCc1ccccc1,308.15,-0.073657553
CCCCc1ccccc1,313.15,-0.104025268
CCCCl,273.6,-0.363813105
CCCCl,278.39,-0.386792648
CCCCl,283.21,-0.409604053
CCCCl,287.8,-0.430743167
CCCCl,288.15,-0.42945706
CCCCl,293.86,-0.45655282
CCCCl,298.91,-0.475733731
CCCCl,303.15,-0.49757288
CCCCl,303.53,-0.497846107
CCCCl,308.53,-0.51741223
CCCCl,313.97,-0.539553216
CCCCl,317.83,-0.555330769
CCCI,322.15,-0.174
CCCNCC,298.15,-0.04431225
CCCNc1ccccc1,298.15,0.403120521
CCCO,233.1,1.143639235
CCCO,243.1,0.992995098
CCCO,253.1,0.843855423
CCCO,263.1,0.704150517
CCCO,273.1,0.580924976
CCCO,280.5,0.49762065
CCCO,283.1,0.457881897
CCCO,283.15,0.458939862
CCCO,286.55,0.457579147
CCCO,288.1,0.365487985
CCCO,293.1,0.346352974
CCCO,296.01,0.322426052
CCCO,298.1,0.28780173
CCCO,303.1,0.23299611
CCCO,304.17,0.236537261
CCCO,308.1,0.176091259
CCCO,311.94,0.158362492
CCCO,313.1,0.139879086
CCCO,313.15,0.142702246
CCCO,318.1,0.089905111
CCCO,319.62,0.085647288
CCCO,327.48,0.012837225
CCCO,328.1,-0.004364805
CCCO,333.1,-0.055517328
CCCO,334.89,-0.051587034
CCCO,342.19,-0.112945622
CCCO,349.9,-0.176525771
CCCO,353.1,-0.200659451
CCCO,357.97,-0.239577517
CCCO,363.1,-0.26760624
CCCO,366.25,-0.301899454
CCCO,368.74,-0.321481621
CCCOC,273.45,-0.513711239
CCCOC,278.29,-0.535510453
CCCOC,283.62,-0.5592483
CCCOC,288.32,-0.580044252
CCCOC,293.15,-0.602059991
CCCOC,293.25,-0.599807511
CCCOC,298.88,-0.622511617
CCCOC,302.63,-0.638272164
CCCOC,308.3,-0.660151217
CCCOC(=O)CC,288.1,-0.148741651
CCCOC(=O)CC,293.1,-0.173925197
CCCOC(=O)CC,298.1,-0.214670165
CCCOC(=O)CC,303.1,-0.229147988
CCCOC(=O)CC(CC(=O)OCCC)C(=O)OCCC,298.15,1.220108088
CCCOC(=O)CCC,291.15,-0.08
CCCOC(=O)CCC,298.1,-0.080921908
CCCOC(=O)CCC,298.15,-0.091514981
CCCOC(=O)CCC,303.1,-0.096910013
CCCOC(=O)CCC,313.1,-0.180456064
CCCOC(=O)CCC,323.1,-0.244125144
CCCOC(=O)CCC,333.1,-0.292429824
CCCOC(=O)CCC,353.1,-0.37675071
CCCOC(=O)CCC,373.1,-0.468521083
CCCOC(=O)CCC,393.1,-0.552841969
CCCOC(=O)Cl,293.15,-0.096910013
CCCOC(=O)OCCC,298.15,0.079181246
CCCOC(C)=O,273.1,-0.113509275
CCCOC(C)=O,273.53,-0.116225039
CCCOC(C)=O,282.93,-0.176590985
CCCOC(C)=O,283.1,-0.173925197
CCCOC(C)=O,293.1,-0.229147988
CCCOC(C)=O,293.74,-0.239426746
CCCOC(C)=O,298.1,-0.259637311
CCCOC(C)=O,303.1,-0.283996656
CCCOC(C)=O,303.28,-0.291749111
CCCOC(C)=O,312.9,-0.340749531
CCCOC(C)=O,313.1,-0.337242168
CCCOC(C)=O,323.1,-0.387216143
CCCOC(C)=O,323.19,-0.389446295
CCCOC(C)=O,333.1,-0.431798276
CCCOC(C)=O,334.51,-0.440811811
CCCOC(C)=O,343.05,-0.477425367
CCCOC(C)=O,343.1,-0.468521083
CCCOC(C)=O,353.1,-0.508638306
CCCOC(C)=O,353.15,-0.518844129
CCCOC(C)=O,362.65,-0.556737013
CCCOC(C)=O,363.1,-0.552841969
CCCOC(C)=O,370.05,-0.584692708
CCCOC(C)=O,373.1,-0.585026652
CCCOC=O,273.1,-0.173925197
CCCOC=O,280.48,-0.218891164
CCCOC=O,280.5,-0.22184875
CCCOC=O,288.1,-0.26760624
CCCOC=O,288.69,-0.263046046
CCCOC=O,288.7,-0.259637311
CCCOC=O,293.1,-0.283996656
CCCOC=O,296.15,-0.292429824
CCCOC=O,296.3,-0.301029996
CCCOC=O,296.31,-0.303206915
CCCOC=O,303.1,-0.337242168
CCCOC=O,303.9,-0.337242168
CCCOC=O,303.92,-0.341225679
CCCOC=O,311.68,-0.378408324
CCCOC=O,311.7,-0.37675071
CCCOC=O,313.1,-0.37675071
CCCOC=O,313.15,-0.379863945
CCCOC=O,318.88,-0.411728293
CCCOC=O,318.9,-0.408935393
CCCOC=O,323.1,-0.420216403
CCCOC=O,327.29,-0.447940466
CCCOC=O,327.3,-0.443697499
CCCOC=O,333.1,-0.468521083
CCCOC=O,334.7,-0.48148606
CCCOC=O,334.71,-0.479516467
CCCOC=O,340.28,-0.503623946
CCCOC=O,340.3,-0.508638306
CCCOC=O,343.1,-0.508638306
CCCOC=O,348.1,-0.537602002
CCCOC=O,348.13,-0.533428928
CCCOC=O,353.1,-0.537602002
CCCOCC,273.15,-0.396855627
CCCOCC,273.5,-0.403183064
CCCOCC,278.8,-0.430158101
CCCOCC,283.8,-0.454692884
CCCOCC,288.81,-0.478338985
CCCOCC,293.47,-0.499626286
CCCOCC,298.15,-0.522878745
CCCOCC,298.49,-0.522011024
CCCOCC,303.23,-0.543026986
CCCOCC,308.23,-0.564314862
CCCOCC,313.13,-0.585360853
CCCOCC,318.77,-0.608006928
CCCOCC,323.45,-0.626536278
CCCOCC,328.15,-0.645123577
CCCOCC,333.15,-0.647817482
CCCOCC,333.33,-0.665747358
CCCOCCC,273.73,-0.270916243
CCCOCCC,281.73,-0.316412682
CCCOCCC,290.1,-0.360712774
CCCOCCC,297.8,-0.399571674
CCCOCCC,305.6,-0.437231457
CCCOCCC,313.62,-0.473660723
CCCOCCC,321.21,-0.506681392
CCCOCCC,329.29,-0.541211118
CCCOCCC,337.31,-0.57446578
CCCOCCC,345.74,-0.60747891
CCCOCCC,354.62,-0.6413039
CCCOCCC,361.16,-0.666754301
CCCOCCO,298.15,0.380211242
CCCOCCOCCO,298.1,0.832508913
CCCO[Si](OCCC)(OCCC)OCCC,298.15,0.113943352
CCCOc1ccc(C)cc1,293.15,0.304059466
CCCOc1ccccc1,293.15,0.200850498
CCCOc1ccccc1,298.15,0.146128036
CCCSC(=O)Cl,293.15,0.602059991
CCC[N+](=O)[O-],322.15,-0.098
CCCl,293.15,-0.568636236
CCI,288.15,-0.209714836
CCI,293.15,-0.229147988
CCI,303.15,-0.26760624
CCI,322.15,-0.268
CCN(C=O)CC,298.15,0.098
CCN(CC)C(=O)c1cccc(C)c1,303.15,1.123851641
CCN(CC)CC,283.15,-0.369063881
CCN(CC)CC,288.15,-0.392437757
CCN(CC)CC,291.35,-0.407823243
CCN(CC)CC,298.15,-0.436518915
CCN(CC)CC,303.15,-0.468521083
CCN(CC)CC,313.15,-0.507239611
CCN(CC)CC,323.15,-0.525783736
CCN(CC)CCO,293.15,0.698970004
CCN(CC)c1ccccc1,273.15,0.58410497
CCN(CC)c1ccccc1,273.65,0.584444307
CCN(CC)c1ccccc1,283.15,0.45484486
CCN(CC)c1ccccc1,313.15,0.153814864
CCN(CC)c1ccccc1,323.15,0.06069784
CCN(CC)c1ccccc1,333.15,0.009025742
CCN(CC)c1ccccc1,348.15,-0.124938737
CCN(CC)c1ccccc1,371.15,-0.200659451
CCN(Cc1ccccc1)c1ccccc1,328.15,0.678518379
CCN1CCOCC1,293.15,0.033423755
CCNCC,239.65,-0.084283662
CCNCC,308.15,-0.554395797
CCNc1ccccc1,283.15,0.474070503
CCNc1ccccc1,313.15,0.156549151
CCNc1ccccc1,333.15,0.005609445
CCNc1ccccc1,353.15,-0.11577123
CCNc1ccccc1,363.15,-0.171340103
CCO,288.1,0.10720997
CCO,293.15,0.031004281
CCO,298.1,0.025305865
CCO,303.1,-0.004364805
CCO,308.1,-0.055517328
CCO,318.1,-0.124938737
CCO,328.1,-0.200659451
CCOC(=O)/C=C(\CC(=O)OCC)C(=O)OCC,298.15,1.068185862
CCOC(=O)/C=C/C(=O)OCC,297.85,0.389166084
CCOC(=O)/C=C/c1ccccc1,293.15,0.939519253
CCOC(=O)/C=C\C(=O)OCC,293.15,0.552668216
CCOC(=O)/C=C\C(=O)OCC,297.85,0.478566496
CCOC(=O)/C=C\C(=O)OCC,297.9,0.480006943
CCOC(=O)C(=O)OCC,273.1,0.5132176
CCOC(=O)C(=O)OCC,283.1,0.403120521
CCOC(=O)C(=O)OCC,288.1,0.36361198
CCOC(=O)C(=O)OCC,288.15,0.363799945
CCOC(=O)C(=O)OCC,293.1,0.305351369
CCOC(=O)C(=O)OCC,298.15,0.245512668
CCOC(=O)C(=O)OCC,303.1,0.212187604
CCOC(=O)C(=O)OCC,303.15,0.208978517
CCOC(=O)C(=O)OCC,313.1,0.139879086
CCOC(=O)C(=O)OCC,333.1,0.008600172
CCOC(=O)C(=O)OCC,353.1,-0.113509275
CCOC(=O)C(=O)OCC,373.1,-0.214670165
CCOC(=O)C(=O)OCC,393.1,-0.301029996
CCOC(=O)C(C)(C)C(=O)OCC,298.15,0.290034611
CCOC(=O)C(C)(C)C(C)=O,298.15,0.204119983
CCOC(=O)C(C)C,293.15,-0.230622674
CCOC(=O)C(C)CC,298.15,-0.170696227
CCOC(=O)C(C)O,293.1,0.100370545
CCOC(=O)C(C)O,313.1,-0.045757491
CCOC(=O)C(CC)(CC)C(C)=O,293.15,0.544316142
CCOC(=O)C(CC)C(C)=O,298.15,0.227886705
CCOC(=O)C(Cl)(Cl)Cl,298.15,-0.363
CCOC(=O)C1(C(=O)OCC)CC1,298.15,0.372912003
CCOC(=O)C1(C(=O)OCC)CCC1,298.15,0.416640507
CCOC(=O)C1CCC1,298.15,-0.001740662
CCOC(=O)C1CCCCC1,298.15,0.252853031
CCOC(=O)C=CC(=O)OCC,298.15,0.462397998
CCOC(=O)CC,273.54,-0.161780778
CCOC(=O)CC,283.24,-0.219178824
CCOC(=O)CC,288.15,-0.248720896
CCOC(=O)CC,293.23,-0.274905479
CCOC(=O)CC,302.89,-0.324680017
CCOC(=O)CC,303.15,-0.325138859
CCOC(=O)CC,313.03,-0.373659633
CCOC(=O)CC,322.83,-0.41827784
CCOC(=O)CC,332.29,-0.458795309
CCOC(=O)CC,342.39,-0.501000636
CCOC(=O)CC,345.27,-0.51243744
CCOC(=O)CC,353.29,-0.544546031
CCOC(=O)CC,362.84,-0.580539927
CCOC(=O)CC#N,303.15,0.332034277
CCOC(=O)CC(=O)OCC,288.1,0.376576957
CCOC(=O)CC(=O)OCC,293.1,0.33243846
CCOC(=O)CC(=O)OCC,293.15,0.33243846
CCOC(=O)CC(=O)OCC,298.1,0.278753601
CCOC(=O)CC(=O)OCC,303.1,0.243038049
CCOC(=O)CC(C)=O,288.1,0.278753601
CCOC(=O)CC(C)=O,298.1,0.198657087
